probe_id	chromosome	position	VALUE
ID_1727_RP11_182E14	8	52946867	-0.0738
ID_1728_RP11_187E13	14	31983525	0.0072
ID_1729_RP11_291N1	11	91687658	-0.0528
ID_1730_RP11_293D9	8	30926350	0.0672
ID_1731_RP11_295B8	3	118548030	-0.0958
ID_1732_RP11_299J3	3	122370906	-0.0158
ID_1733_RP11_301K6	2	157689619	-0.0378
ID_1734_RP11_302G2	15	65893824	0.0799
ID_1735_RP11_310H18	8	103439346	-0.0584
ID_1736_RP11_311L3	2	151341496	0.1812
ID_1737_RP11_313F15	17	80680801	0.1996
ID_1738_RP11_320N21	8	94997004	0.1772
ID_1739_RP11_322N14	15	27971409	-0.1568
ID_1740_RP11_324G2	18	264436	0.1046
ID_1747_RP11_5G18	10	117022395	-0.0611
ID_1748_RP11_15K3	10	90442715	-0.1654
ID_1749_RP11_20E23	10	80814201	-0.0688
ID_1750_RP11_108B14	10	22158721	0.0259
ID_1751_RP11_128B16	10	26540706	-0.1944
ID_1752_RP11_161L14	10	65456898	-0.0771
ID_1753_RP11_207K8	10	29599198	-0.2581
ID_1754_RP11_254A5	10	36729641	-0.1841
ID_1755_RP11_275E20	10	14336025	0.0616
ID_1756_RP11_337N19	10	20322212	0.0536
ID_1757_RP11_357H24	10	113216550	0.0902
ID_1758_RP11_506C8	2	216651456	0.2756
ID_1759_RP11_506K19	14	38899912	-0.0291
ID_1760_RP11_510B7	3	80572044	-0.0361
ID_1761_RP11_517B11	3	131497338	-0.1904
ID_1762_RP11_519H15	2	106959409	0.1586
ID_1763_RP11_522D14	12	25613939	-0.0654
ID_1764_RP11_527M19	3	41246898	-0.0281
ID_1765_RP11_529P14	8	21872141	-0.2774
ID_1766_RP11_532M24	8	124655564	0.1182
ID_1767_RP11_540I12	4	66799336	-0.2524
ID_1768_RP11_542B5	2	8064072	0.3539
ID_1769_RP11_543C4	14	99628608	0.1889
ID_1770_RP1_37J18	1	4582530	0.0749
ID_1771_RP4_635E18	1	11060011	0.1026
ID_1772_RP1_37C10	1	17049212	0.1056
ID_1773_RP4_534D1	1	45286293	0.0412
ID_1774_RP5_1043G4	1	54804924	0.1062
ID_1775_RP4_662P1	1	61964579	-0.1821
ID_1776_RP4_722L13	1	85675972	-0.2734
ID_1777_RP4_621B10	1	92122992	-0.0261
ID_1778_RP5_916A15	1	106478038	-0.0794
ID_1779_RP1_97P20	13	21315765	0.2012
ID_1780_RP5_1045J21	1	175576807	-0.0318
ID_1781_RP5_936P19	1	186785886	-0.1401
ID_1782_RP1_29G21	17	33002034	0.1752
ID_1783_RP1_61C2	5	13160268	0.0656
ID_1784_RP1_68D18	11	35260050	-0.0051
ID_1785_RP1_267D11	13	91786893	0.0162
ID_1786_RP3_363I18	12	112826694	0.2832
ID_1787_RP3_449M8	14	74464731	0.2369
ID_1788_RP4_597G12	16	89853839	0.1742
ID_1789_RP4_635B5	3	118909782	-0.0411
ID_1790_RP4_715F13	7	70074892	0.2872
ID_1791_RP5_855F16	7	10946482	0.0676
ID_1792_RP5_875H18	17	50098962	0.2612
ID_1793_RP5_901A4	11	67962179	-0.2178
ID_1794_RP11_458O14	2	79649955	-0.0841
ID_1795_RP11_463B12	2	240057589	0.1156
ID_1796_RP11_477P16	3	174202192	-0.0611
ID_1797_RP11_478O20	4	31597276	-0.2464
ID_1798_RP11_479O9	7	65724596	0.0922
ID_1799_RP11_484P7	1	9101653	0.1322
ID_1800_RP11_486C18	18	44310174	-0.0444
ID_1801_RP11_489K4	X	28180448	-0.2361
ID_1802_RP11_499F3	15	81582242	-0.2838
ID_1803_RP11_501E21	14	32920876	-0.0731
ID_1804_RP11_401L13	7	103182453	0.1379
ID_1805_RP11_413M18	19	16834555	0.3789
ID_1806_RP11_418M8	Y	8793094	0.1606
ID_1807_RP11_449G3	7	54660733	0.4132
ID_1808_RP11_458F8	7	66911146	0.3212
ID_1809_RP11_478I15	Y	16635005	0.2769
ID_1810_RP11_515C16	5	140654556	0.1286
ID_1811_RP11_525O22	8	17881037	-0.5001
ID_1812_RP11_537N4	19	40719699	0.5516
ID_1813_CTB_14D10	19	45892206	0.5052
ID_1814_CTB_49A3	5	133241771	0.2409
ID_1815_CTB_73D21	5	175199471	0.0096
ID_1816_CTC_260F20	19	19525066	0.3542
ID_1817_CTC_320C6	5	163758429	-0.0714
ID_1818_CTC_355H1	5	175843441	1.9789
ID_1819_CTC_482H14	19	5117713	1.4899
ID_1820_CTC_534K6	5	110757196	2.5309
ID_1821_CTD_2001J20	19	30515331	1.6544
ID_1822_CTD_2276O24	5	50783230	-1.9276
ID_1823_CTD_2332E11	19	20573437	4.6009
ID_1825_RP11_239A17	12	16781508	2.8899
ID_1826_RP11_240G5	3	152642729	0.7594
ID_1827_RP11_242B24	12	38728106	-0.3801
ID_1828_RP11_252H14	18	64548459	0.3289
ID_1829_RP11_254F19	16	84853262	3.8639
ID_1830_RP11_255O19	3	15843989	9.2784
ID_1831_RP11_263C6	8	29097727	5.7636
ID_1832_RP11_263L17	2	65585708	-1.0901
ID_1833_RP11_266D22	8	94340758	-0.0431
ID_1834_RP11_25L3	18	73936646	0.0309
ID_1835_RP11_26H10	3	80083593	-3.4351
ID_1836_RP11_26L21	16	55270179	1.6372
ID_1837_RP11_30I11	12	65669305	1.1529
ID_1838_RP11_34G16	2	95646684	-0.4408
ID_1839_RP11_38C17	2	99204189	0.1039
ID_1840_RP11_40M23	3	104062891	-0.1691
ID_1841_RP11_46D1	18	48694795	0.3422
ID_1842_RP11_46H11	12	132859309	0.1489
ID_1843_RP11_48C14	5	124901540	-0.1438
ID_1844_RP11_1C11	12	108063144	6.6682
ID_1845_RP11_1J11	4	71237817	1.4599
ID_1846_RP11_1P9	2	74345081	1.2279
ID_1847_RP11_3B7	3	49295502	0.7374
ID_1848_RP11_3I22	2	222691926	1.1089
ID_1849_RP11_6F2	3	157043650	0.1549
ID_1850_RP11_7M4	5	37046944	0.0089
ID_1851_RP11_8D23	3	17868524	-0.0574
ID_1852_RP11_10L11	4	95293262	-0.0218
ID_1853_RP11_11L10	3	74180824	-0.1984
ID_1854_RP11_8N6	9	36713392	0.1559
ID_1855_RP11_64J19	17	21259129	0.1382
ID_1856_RP11_113O24	9	38354192	0.1382
ID_1857_RP11_395E19	9	66972723	-0.0738
ID_1858_RP11_426J23	7	142745294	0.4589
ID_1859_RP11_520G3	19	19137312	0.2102
ID_1860_RP11_359B12	12	992189	0.1326
ID_1861_RP11_365F16	15	83636215	-0.0551
ID_1862_RP11_366L20	12	65942094	0.1142
ID_1863_RP11_368O18	2	22443447	0.0756
ID_1864_RP11_378B23	16	16857208	0.0109
ID_1865_RP11_380D11	15	41504514	0.0429
ID_1866_RP11_382A18	10	18008091	0.1536
ID_1867_RP11_391D19	2	50869859	0.3392
ID_1868_RP11_392K14	4	38192729	0.0026
ID_1869_RP11_394G8	15	70001786	-0.0171
ID_1870_RP11_402J6	4	112437613	0.1022
ID_1871_RP11_404P12	2	25707556	0.4036
ID_1872_RP11_406D1	11	27993482	-0.0544
ID_1873_RP11_147L13	17	68220010	0.1902
ID_1874_RP11_154J22	15	48294219	-0.2101
ID_1875_RP11_163K24	11	62747200	0.4526
ID_1876_RP11_226A18	4	180943559	-0.1471
ID_1877_RP11_238I13	7	109534479	0.1479
ID_1878_RP11_270H4	Y	26156278	0.2869
ID_1879_RP11_298M15	19	32908871	0.0882
ID_1880_RP11_333E9	Y	12040074	0.3669
ID_1881_RP11_343P9	8	135480450	-0.0884
ID_1882_RP11_353D5	8	91386663	-0.1388
ID_1883_RP11_414L17	8	60688584	0.0536
ID_1884_RP11_416A5	4	45997638	-0.1028
ID_1885_RP11_418N20	X	3103169	0.2539
ID_1886_RP11_423P14	4	65318870	0.0129
ID_1887_RP11_425A23	4	147810871	-0.0971
ID_1888_RP11_434P11	2	73696405	0.1516
ID_1889_RP11_436I9	12	9065027	0.0739
ID_1890_RP11_437N10	3	42583231	0.0952
ID_1891_RP11_444B5	2	220850665	-0.0001
ID_1892_RP11_445O1	7	21680154	0.2996
ID_1893_RP11_447E20	4	73674686	-0.1751
ID_1894_RP5_1057M1	7	80124901	0.1246
ID_1895_RP5_1031P17	21	39449883	0.0259
ID_1896_RP3_443C4	6	151778654	0.0419
ID_1897_RP4_724E16	20	53576000	0.0499
ID_1898_RP5_973M2	16	22042181	0.1036
ID_1899_RP5_1085F17	20	32799550	0.1652
ID_1900_RP11_534H15	3	180235510	-0.0271
ID_1901_RP11_547G15	7	14953924	0.1372
ID_1902_RP11_552A14	3	193354017	0.0396
ID_1903_RP11_589N15	8	11907920	-0.1254
ID_1904_RP11_682A21	3	179170850	-0.1511
ID_1905_RP11_725J15	11	103440062	-0.1051
ID_1906_RP11_1136G11	12	53144297	0.4492
ID_1907_CTB_1025J19	19	7124874	0.0749
ID_1908_CTB_1137N13	7	87530686	0.1612
ID_1909_CTD_2623N2	19	9717350	0.1679
ID_1910_RP11_21M4	3	146509922	-0.0678
ID_1911_RP11_21P18	2	88052703	0.2169
ID_1912_RP11_22E12	3	134726603	0.1289
ID_1913_RP11_272N24	X	25319966	-0.0311
ID_1914_RP11_279M2	2	141002391	0.0062
ID_1915_RP11_408F10	15	29459708	-0.0108
ID_1916_RP11_411B10	18	14076038	0.0952
ID_1917_RP11_7I16	3	30688196	-0.0438
ID_1918_RP11_30G4	3	28873574	-0.2121
ID_1919_RP11_56J3	11	108190755	0.1879
ID_1920_RP11_143E21	12	130202909	0.1912
ID_1921_RP11_167E7	8	47750232	0.0639
ID_1922_RP11_192E23	9	98903167	0.0709
ID_1923_RP11_307A11	2	216571307	0.3836
ID_1924_RP11_330I7	19	6661611	0.3932
ID_1925_RP11_342M21	15	67168139	0.0289
ID_1926_RP11_446E9	8	55962463	0.1469
ID_1927_RP11_492L14	19	7584939	0.4276
ID_1928_RP11_572O17	4	1718422	0.2502
ID_1929_RP6_224C24	X	147704014	-0.0051
ID_1930_RP5_1087L19	X	154594821	0.2016
ID_1931_RP5_1100A7	7	12770425	0.0516
ID_1932_RP5_1136A10	7	80990875	0.0389
ID_1933_RP4_605G11	8	1723033	0.2106
ID_1934_RP4_662N3	X	29575231	-0.0248
ID_1935_RP4_733B9	7	7228232	0.2659
ID_1936_RP5_1143H19	7	30677983	0.3729
ID_1937_RP11_192P23	4	24553990	-0.1098
ID_1938_RP11_196B15	6	8043247	-0.0521
ID_1939_RP11_197P20	8	37311185	0.1972
ID_1940_RP11_205A6	3	126197872	0.0599
ID_1941_RP11_206J21	3	82595790	-0.1128
ID_1942_RP11_207O14	2	146209734	-0.0521
ID_1943_RP11_214K3	12	124043352	0.2439
ID_1944_RP11_215E13	17	34239266	0.0319
ID_1945_RP11_217N19	17	54405853	-0.0431
ID_1946_RP11_226P1	14	81747712	-0.0104
ID_1947_RP11_228F17	2	155930512	-0.0744
ID_1948_RP11_229O3	16	64948270	-0.1798
ID_1949_RP11_324K6	11	37778177	-0.1731
ID_1950_RP11_325M10	2	205575435	0.0972
ID_1951_RP11_327H5	2	3998790	0.1712
ID_1952_RP11_333O1	2	12744785	0.2896
ID_1953_RP11_335O22	2	52202596	-0.0674
ID_1954_RP11_338K13	4	7991837	0.1052
ID_1955_RP11_345O2	3	148398924	-0.1771
ID_1956_RP11_348J6	18	75363086	0.1952
ID_1957_RP11_350G2	12	26541572	0.0356
ID_1958_RP11_356M23	8	136805195	-0.0978
ID_1959_RP11_359J14	12	22502663	-0.0301
ID_1969_RP11_615L12	19	51103497	0.3979
ID_1970_RP11_317J15	22	21552417	0.2302
ID_1971_RP11_709L10	7	37662548	0.3199
ID_1972_RP11_40F6	10	80269482	0.2462
ID_1973_RP11_62L18	10	121551786	0.0396
ID_1974_RP11_90J7	10	78336714	0.2259
ID_1975_RP11_164I17	10	95542835	0.0612
ID_1976_RP11_166B18	10	60555856	-0.0924
ID_1977_RP11_188P8	10	19778514	0.0796
ID_1978_RP11_298K24	10	6295187	0.0892
ID_1979_RP11_314D6	10	130946953	0.0579
ID_1980_RP11_325D15	10	76481463	0.0199
ID_1981_RP11_367H5	10	70057698	0.1506
ID_1982_RP11_381K7	10	111300282	0.1312
ID_1983_RP11_399K21	10	75452431	0.1826
ID_1984_RP11_510K8	7	1703560	0.3809
ID_1985_RP11_512I24	11	71304509	0.0279
ID_1986_RP11_514D23	16	86244421	0.1666
ID_1987_RP11_523L20	16	47934513	0.0379
ID_1988_RP11_526I8	18	27001850	0.1662
ID_1989_RP11_535B12	2	179458688	-0.0194
ID_1990_RP11_538D15	7	78338111	0.1086
ID_1991_RP11_546M8	2	239475194	0.1039
ID_1992_RP11_549E9	12	41067081	-0.0648
ID_1993_RP3_398I9	1	24912555	0.2506
ID_1994_RP4_669K10	1	28635945	0.1376
ID_1995_RP5_1090M5	1	36997284	0.2659
ID_1996_RP4_547N15	1	67066875	-0.3648
ID_1997_RP4_770C6	1	112555047	0.0419
ID_1998_RP5_881A21	1	118335367	0.1266
ID_1999_RP4_790G17	1	150186214	0.2762
ID_2000_RP4_679K16	1	229481568	0.0259
ID_2001_RP1_138G16	17	69860303	0.0719
ID_2002_RP1_167G20	5	16388568	0.0232
ID_2003_RP1_236L2	5	130223202	-0.0148
ID_2004_RP3_488H23	X	20520907	-0.2161
ID_2005_RP4_544D10	3	47367889	0.1682
ID_2006_RP4_560O14	7	81961855	0.2002
ID_2007_RP4_736H5	7	67638574	0.4129
ID_2008_RP4_799O8	7	76808519	0.0069
ID_2009_RP4_816G1	14	71705968	0.0236
ID_2010_RP5_905N1	17	43749889	0.1212
ID_2011_RP5_982E9	7	156637785	0.3452
ID_2012_RP11_467L24	16	64405305	-0.0961
ID_2013_RP11_468N14	4	68903474	0.0259
ID_2014_RP11_474K4	17	32155061	0.0402
ID_2015_RP11_481E24	18	34945578	0.1259
ID_2016_RP11_481K13	4	149518553	-0.1021
ID_2017_RP11_483P21	16	83874490	0.2009
ID_2018_RP11_490O6	16	11794565	0.0956
ID_2019_RP11_492P7	19	46883670	0.2996
ID_2020_RP11_495B16	2	82554734	0.0349
ID_2021_RP11_502G22	11	14120934	0.0922
ID_2022_RP11_503L19	4	148725730	-0.2188
ID_2023_RP11_504G11	2	115175308	0.0219
ID_2024_RP11_425D17	12	28184273	0.0092
ID_2025_RP11_431J24	X	16207603	0.0189
ID_2026_RP11_486P11	7	20085409	0.1176
ID_2027_RP11_492C2	Y	6347159	0.3952
ID_2028_RP11_503E24	8	42606660	0.1326
ID_2029_RP11_556F3	4	76540719	-0.0828
ID_2030_RP11_565J3	19	5852432	0.2756
ID_2031_RP11_172N20	2	188367750	-0.0108
ID_2032_CTB_120L21	5	157067613	0.0696
ID_2033_CTB_180C19	5	167239251	-0.1194
ID_2034_CTC_209K13	5	152053483	0.1082
ID_2035_CTC_416D1	19	31754469	0.0046
ID_2036_CTC_444D3	19	9147808	0.1602
ID_2037_CTC_459F4	19	27812643	0.0256
ID_2038_CTD_2043I16	19	28163441	-0.0428
ID_2039_CTD_2174D2	5	75577729	-0.1441
ID_2040_CTD_2231E14	19	16096742	0.2956
ID_2041_CTD_2571L23	19	47810060	0.3546
ID_2042_CTD_3113P16	19	304373	0.0556
ID_2043_RP11_244E6	2	170606296	0.0986
ID_2044_RP11_250G15	15	33003076	-0.1544
ID_2045_RP11_258F20	2	33039847	0.2366
ID_2046_RP11_260J21	2	236557086	0.1219
ID_2047_RP11_261P5	15	37743303	-0.1504
ID_2048_RP11_268A19	12	81419450	-0.0418
ID_2049_RP11_268O21	19	3067927	0.4209
ID_2050_RP11_269N18	7	138671302	0.5159
ID_2051_RP11_281O15	5	178989953	0.0492
ID_2052_RP11_283C7	16	47004066	0.1202
ID_2053_RP11_284E5	2	190685491	0.1266
ID_2054_RP11_27J5	3	20715800	-0.2274
ID_2055_RP11_28E24	4	150706864	-0.0541
ID_2056_RP11_30C22	2	54753256	0.1826
ID_2057_RP11_44L18	8	15726744	-0.5951
ID_2058_RP11_45A1	18	72147768	-0.0458
ID_2059_RP11_45F23	4	189436074	-0.0794
ID_2060_RP11_48K7	2	126697495	0.2969
ID_2061_RP11_50H7	14	66204036	0.0592
ID_2062_RP11_51K12	8	40598482	-0.0084
ID_2063_RP11_2C24	16	30725071	0.2136
ID_2064_RP11_2G22	3	27423953	0.0219
ID_2065_RP11_2J15	19	46555389	0.4289
ID_2066_RP11_4D24	6	96494342	-0.2718
ID_2067_RP11_4N9	11	116910582	-0.0258
ID_2068_RP11_5J4	2	163602029	-0.0421
ID_2069_RP11_9A1	3	64317519	-0.1491
ID_2070_RP11_9N20	3	123742470	0.1566
ID_2071_RP11_10F11	7	56686080	0.2749
ID_2072_RP11_11N16	2	168429982	0.1339
ID_2073_RP11_12D3	5	91553780	0.0292
ID_2074_RP11_12L20	8	77914133	-0.1681
ID_2075_RP11_185P18	14	95909552	-0.2444
ID_2076_RP11_242H9	14	21482847	0.0326
ID_2077_RP11_268E1	9	42322232	-0.1191
ID_2078_RP11_725G5	14	95272612	-0.2008
ID_2079_RP11_371E8	14	93029761	1.9172
ID_2080_RP11_373D23	2	28415988	0.4102
ID_2081_RP11_375D9	15	69000555	0.0029
ID_2082_RP11_383F6	9	29179759	-0.3374
ID_2083_RP11_389J22	18	65855711	0.0446
ID_2084_RP11_396D4	18	75496031	0.3359
ID_2085_RP11_397A16	18	55728604	0.2882
ID_2086_RP11_399M5	5	73888911	-0.0048
ID_2087_RP11_413M20	2	27448147	0.4379
ID_2088_RP11_173E19	12	73532945	0.1999
ID_2089_RP11_182H20	Y	9722181	0.3122
ID_2090_RP11_196O16	7	16108316	0.2086
ID_2091_RP11_245K4	Y	25986335	0.2212
ID_2092_RP11_256B9	19	52460811	0.1959
ID_2093_RP11_263N12	7	89930483	0.1129
ID_2094_RP11_311I10	7	90997968	0.0709
ID_2095_RP11_318A15	17	76681881	0.3169
ID_2096_RP11_321G16	5	118994296	0.2509
ID_2097_RP11_364C6	5	56077016	0.0706
ID_2098_RP11_386L3	Y	13416909	0.3652
ID_2099_RP11_391B7	5	158119572	0.0912
ID_2100_RP11_419F8	11	132928552	-0.1478
ID_2101_RP11_419L20	8	109443259	0.1142
ID_2102_RP11_421A17	5	68256032	-0.0364
ID_2103_RP11_426H24	12	101123780	0.0202
ID_2104_RP11_430L3	11	26324007	-0.0788
ID_2105_RP11_433L7	8	14467761	-0.4481
ID_2106_RP11_438N16	12	113817974	0.2152
ID_2107_RP11_440G2	12	42036529	0.2262
ID_2108_RP11_441O12	4	18510169	-0.1568
ID_2109_RP11_451F11	7	23735356	0.2396
ID_2110_RP11_455J20	2	189792401	-0.0248
ID_2111_RP11_457M7	X	2862156	-0.0291
ID_2112_RP1_38G8	3	144110277	-0.1904
ID_2113_RP1_128M19	21	39341320	0.1329
ID_2114_RP1_255P7	21	35113410	0.1479
ID_2115_RP1_85F18	22	41225881	0.2469
ID_2116_RP1_136N16	11	35165317	0.0692
ID_2117_RP1_159A19	1	27591857	0.4242
ID_2118_RP5_1030A12	17	7471331	0.1986
ID_2119_RP5_1167H4	20	56463287	-0.0581
ID_2120_RP6_98A24	8	133108843	0.2346
ID_2121_RP11_739N20	1	204448718	0.2322
ID_2122_RP11_816P15	10	69339363	0.1956
ID_2123_CTC_1347N9	5	74541598	0.0162
ID_2124_CTD_2049J23	3	159959703	-0.1701
ID_2125_RP11_56D20	4	100097875	-0.3224
ID_2126_RP11_39D15	18	6137779	0.3152
ID_2127_RP11_12M9	22	41063760	0.1446
ID_2128_RP11_13C3	12	102759768	0.0849
ID_2129_RP11_13J19	11	15881711	0.0739
ID_2130_RP11_14C10	15	101576120	0.0442
ID_2131_RP11_34N19	11	22505748	-0.1188
ID_2132_RP11_35D5	4	68005157	-0.1178
ID_2133_RP11_36B6	7	130839138	0.3046
ID_2134_RP11_30D15	5	79930546	-0.0231
ID_2135_RP11_65B23	9	87725822	0.1336
ID_2136_RP11_96L7	9	99168889	0.0042
ID_2137_RP11_113A6	11	2368380	0.2272
ID_2138_RP11_224O19	1	218385525	-0.1748
ID_2139_RP11_249H20	9	87561503	0.0316
ID_2140_RP11_295G24	9	132850639	0.2952
ID_2141_RP11_373L24	2	60950075	0.1669
ID_2142_RP11_405A15	15	90964054	0.1276
ID_2143_RP11_434B12	2	8636071	0.3242
ID_2144_RP11_512E16	7	14187729	0.0619
ID_2145_RP11_566K1	10	10843441	0.0199
ID_2146_RP5_999D10	7	129856854	0.2592
ID_2147_RP1_93D11	X	14913407	-0.0501
ID_2148_RP1_122K4	X	13986947	-0.1604
ID_2149_RP3_432E18	12	47548395	0.0082
ID_2150_RP4_810E6	7	6195931	0.3146
ID_2151_RP5_1032B10	7	43205330	0.3219
ID_2152_RP5_1067M6	1	241623474	0.0249
ID_2153_RP5_966M1	3	52764026	0.2412
ID_2154_RP5_1066K24	7	26462201	0.1959
ID_2155_RP5_1173P7	7	141129014	0.3766
ID_2156_RP11_200O17	3	144747869	-0.0521
ID_2157_RP11_202L1	8	76239330	-0.3011
ID_2158_RP11_204D19	2	43527786	0.1806
ID_2159_RP11_209D20	4	128957684	-0.0354
ID_2160_RP11_211C9	8	8688792	0.0099
ID_2161_RP11_211P13	3	190542931	-0.1804
ID_2162_RP11_219A15	17	16778727	0.1049
ID_2163_RP11_221E20	3	128883236	0.0819
ID_2164_RP11_224D4	4	76722803	-0.0988
ID_2165_RP11_231L11	3	140971213	-0.0698
ID_2166_RP11_234N1	18	76516429	0.3059
ID_2167_RP11_236P11	15	64359398	-0.0564
ID_2168_RP11_328P13	12	19236906	-0.0411
ID_2169_RP11_329O10	2	202744788	0.1649
ID_2170_RP11_333D23	12	38604704	0.0049
ID_2171_RP11_340I6	7	63908022	0.1386
ID_2172_RP11_342K2	17	61955044	-0.0628
ID_2173_RP11_343N14	2	72257316	0.0289
ID_2174_RP11_351E7	8	72513387	-0.1591
ID_2175_RP11_353O11	8	89067564	-0.1531
ID_2176_RP11_355K3	7	132748312	0.3106
ID_2177_RP11_361M10	15	72721342	0.1446
ID_2178_RP11_362J17	4	20829203	-0.1764
ID_2179_RP11_363K21	2	184664327	-0.0881
ID_2186_RP11_977F4	18	63532936	0.0666
ID_2187_RP11_1122M4	1	185125204	-0.1484
ID_2190_RP11_49J3	1	5971844	0.1969
ID_2191_RP11_174G17	1	18125512	0.1686
ID_2192_RP11_342F23	1	58510326	0.0332
ID_2193_RP11_412F21	1	69051741	-0.0918
ID_2194_RP11_25F16	1	75073500	-0.3094
ID_2195_RP11_421L21	1	101078815	-0.0771
ID_2196_RP11_28P8	1	108077346	-0.0214
ID_2197_RP11_183N22	3	4476585	-0.1421
ID_2198_RP11_393K10	1	158925858	-0.0481
ID_2199_RP11_430G6	1	163064558	-0.0354
ID_2200_RP11_277C14	1	171963874	0.0509
ID_2201_RP1_138B7	20	43564765	0.0706
ID_2202_RP1_310O13	20	31969155	0.0576
ID_2203_RP4_563E14	20	62955638	-0.1088
ID_2204_RP5_822J19	20	15629100	-0.2018
ID_2205_RP5_914B9	20	34575788	-0.0381
ID_2206_RP5_1025A1	20	25094626	0.0226
ID_2207_CTA_212A2	22	36121868	0.0656
ID_2208_CTA_228A9	22	38133038	0.0929
ID_2209_CTA_299D3	22	48519145	0.0572
ID_2210_RP11_470J20	9	110201072	-0.1028
ID_2211_RP11_503K16	9	18671526	-0.0568
ID_2212_RP11_527D15	9	9750682	-0.1518
ID_2213_RP11_46O3	20	56859156	-0.0344
ID_2214_RP11_314N13	20	1296235	0.0009
ID_2215_RP11_358D14	20	63505753	0.2542
ID_2216_RP11_56H2	X	51547657	-0.0434
ID_2217_RP11_151N12	X	99276434	-0.1641
ID_2218_RP11_192B18	X	87141164	-0.0768
ID_2219_RP11_518F7	X	141372730	-0.1014
ID_2220_RP11_576P23	X	50471507	0.0122
ID_2221_RP13_130F17	X	66302802	-0.0134
ID_2222_RP11_87C12	12	121964436	0.3432
ID_2223_RP11_87P13	12	83162514	-0.1161
ID_2224_RP11_88I7	3	94411485	-0.1688
ID_2225_RP11_90M7	3	163241163	-0.2574
ID_2226_RP11_91E8	3	46053529	0.0152
ID_2227_RP11_91N19	2	232492628	0.3112
ID_2228_RP11_96P3	12	52420972	0.0122
ID_2229_RP11_99A1	18	54801896	0.0879
ID_2230_RP11_100C9	4	118837625	-0.0648
ID_2231_RP11_105K20	2	133126869	-0.0064
ID_2232_RP11_106J7	18	3365867	0.1289
ID_2233_RP11_107K17	18	26355279	0.0152
ID_2234_RP11_435N12	1	195052060	-0.2378
ID_2235_RP11_152M20	1	199608591	0.0076
ID_2236_RP11_480I12	1	202839745	0.1452
ID_2237_RP11_332J14	1	220542393	-0.1384
ID_2238_RP11_105I12	1	223635884	0.0852
ID_2239_RP11_276J4	1	227474495	0.1279
ID_2240_RP11_425A6	10	35592842	-0.2398
ID_2241_RP11_430L14	10	92075471	0.0102
ID_2242_RP11_596L14	10	106024336	-0.0888
ID_2243_RP11_724N1	10	102983219	0.1322
ID_2244_RP11_809M12	10	61517272	-0.0741
ID_2245_RP11_551B22	5	70326175	-0.0828
ID_2246_RP11_552E1	2	158640173	0.1976
ID_2247_RP11_554F14	2	66404702	-0.0014
ID_2248_RP11_562H1	18	33554122	0.0106
ID_2249_RP11_565I3	14	69073605	0.0982
ID_2250_RP11_566O4	2	109232568	0.2526
ID_2251_RP11_575G13	12	100530558	0.1099
ID_2252_RP11_15H23	21	24215144	-0.1234
ID_2253_RP11_43A6	21	17118768	-0.0541
ID_2254_RP11_175P11	21	29421699	-0.0498
ID_2255_RP11_685G11	6	104419208	-0.0598
ID_2256_RP11_13P5	6	159154495	0.0159
ID_2257_RP11_68J15	6	17700004	-0.0111
ID_2258_RP11_97A19	6	12384780	-0.2261
ID_2259_RP11_117M4	6	100312903	-0.3758
ID_2260_RP11_301B7	6	121106364	-0.3648
ID_2261_RP11_346K2	6	114178552	-0.3851
ID_2262_RP11_373N24	6	28607657	-0.0904
ID_2263_RP11_530M23	6	129399885	-0.1124
ID_2264_RP11_176J5	6	24229873	0.1516
ID_2265_RP11_506N21	6	61887982	-0.2074
ID_2266_RP6_22D12	X	87634934	0.0729
ID_2267_RP6_155F9	X	118525701	0.1179
ID_2268_RP1_31B8	X	109336252	0.0332
ID_2269_RP1_290B4	X	113918495	-0.1538
ID_2270_RP3_323B6	X	65433936	-0.0734
ID_2271_RP3_360E18	X	68271642	0.0116
ID_2272_RP4_557A17	X	110467947	0.1662
ID_2273_RP4_657J8	X	125814133	-0.0988
ID_2274_RP5_875J14	X	77572670	0.0602
ID_2275_LL22NC03_75H12	22	47439058	0.0149
ID_2276_RP1_215F16	22	35087594	0.0269
ID_2277_RP3_388M5	22	43835095	-0.0541
ID_2278_RP1_23D17	6	88100666	-0.2928
ID_2279_RP1_46B1	6	68751179	-0.3584
ID_2280_RP1_90O12	6	9561833	-0.1144
ID_2281_RP1_273N12	6	98831672	-0.2974
ID_2282_RP3_324B8	6	66182570	-0.2841
ID_2283_RP3_349A12	6	34909262	-0.0211
ID_2284_RP1_257A15	6	163082524	-0.1038
ID_2285_RP5_995C14	6	78055399	-0.3814
ID_2286_RP5_1179L24	6	150230459	0.0782
ID_2287_RP1_297M16	6	151139508	0.1222
ID_2288_RP3_350J21	6	38984011	0.0429
ID_2289_RP3_442L6	6	49670384	-0.1001
ID_2290_RP11_5N16	9	132102558	0.1666
ID_2291_RP11_19G1	9	10041363	0.0609
ID_2292_RP11_23J9	9	97361458	0.1216
ID_2293_RP11_71A24	9	73088361	-0.0734
ID_2294_RP11_83N9	9	136167591	0.1552
ID_2295_RP11_106A1	9	6577397	0.1189
ID_2296_RP11_174B4	16	14541818	0.0876
ID_2297_RP11_187K14	9	12921897	0.0026
ID_2298_RP11_208F1	9	100282164	-0.0528
ID_2299_RP11_352F21	9	11498882	0.0296
